SYSTEM TIME,P,ES,E,S,caption
0.0,0.0,0.0,1.0,20.0,Set concentration
3.123e-05,6.703630250110175e-07,0.09606381108036972,0.9039361889196302,19.9039355185566,
4.113000000000002e-05,1.2949555023041334e-06,0.12414360613984893,0.875856393860151,19.875855098904648,
5.1742800000000036e-05,2.140174439571708e-06,0.15323928050214974,0.8467607194978501,19.846758579323406,
6.574864680000004e-05,3.5208577442687556e-06,0.19012293224965277,0.8098770677503471,19.809873546892597,
8.439042889080001e-05,5.80536435446612e-06,0.23667328320419567,0.763326716795804,19.76332091143144,
0.00010899042556146484,9.554967522441605e-06,0.29393995656632205,0.7060600434336777,19.706050488466143,
0.0001417330211301197,1.57419379086357e-05,0.3634254042427286,0.636574595757271,19.636558853819352,
0.00018531341583199933,2.5882068089557644e-05,0.44525401483621446,0.5547459851637853,19.55472010309569,
0.0002438193137384155,4.2465098215474776e-05,0.5386286419913228,0.46137135800867707,19.461328892910455,
0.0003232291758152667,6.948276306793415e-05,0.6405754989003366,0.3594245010996632,19.35935501833659,
0.0004342177365581488,0.00011397966405410038,0.7464131641909446,0.2535868358090553,19.253472856144995,
0.0005905355389001502,0.0001860337493417567,0.8449467345369835,0.15505326546301634,19.154867231713666,
0.0007632846213621263,0.00027391023259135913,0.9098356963733654,0.09016430362663459,19.08989039339404,
0.0009360337038241024,0.00036693499474693025,0.9474518472125967,0.05254815278740334,19.05218121779265,
0.0011087827862860777,0.0004629473948721992,0.9693097345875369,0.03069026541246306,19.030227318017587,
0.0012815318687480527,0.0005606969176044829,0.9820283768930115,0.017971623106988327,19.017410926189378,
0.0014542809512100277,0.000659457599483479,0.9894350312781348,0.01056496872186502,19.009905511122376,
0.0015061056759486202,0.0006892144301273437,0.9909818152578187,0.009018184742181115,19.00832897031205,
0.0016541242159486198,0.0007744265603324499,0.9942319959269125,0.0057680040730871554,19.004993577512753,
0.0018312803159486188,0.0008767045469486419,0.9965913514363756,0.003408648563623938,19.00253194401668,
0.0020190657819486187,0.0009853257739671714,0.9980089769950387,0.0019910230049609394,19.001005697230994,
0.0022178349261486193,0.001100429797767564,0.9988305892847209,0.0011694107152786554,19.00006898091751,
0.002440768162388619,0.0012296112813295508,0.9993094612960539,0.0006905387039457462,18.999460927422618,
0.0027274026416542704,0.0013957689923022772,0.9995910169226335,0.0004089830773662749,18.99901321408506,
0.0032341779974416826,0.0016896046709589498,0.9997448966458405,0.00025510335415916864,18.998565498683195,
0.0045315281781085435,0.0024418955540172977,0.9997797624832756,0.0002202375167240863,18.9977783419627,
0.007109562546269588,0.003936826420090755,0.9997799417992868,0.00022005820071281478,18.996283231780616,
0.008855185445846741,0.004949064896531709,0.9997799300755621,0.00022006992443759655,18.9952710050279,
0.010016872033708499,0.005622694836823006,0.9997799222729021,0.00022007772709752688,18.99459738289027,
0.012264036894360227,0.006925763607820933,0.9997799071778882,0.00022009282211153368,18.993294329214287,
0.013045561540457449,0.007378948136875517,0.9997799019276058,0.00022009807239406904,18.992841149935515,
0.015072635198654436,0.008554392081580873,0.9997798883086018,0.00022011169139807786,18.991665719609816,
0.01622191104694891,0.009220825349490277,0.9997798805863629,0.00022011941363694646,18.990999294064142,
0.017585624840228856,0.010011605242027058,0.9997798714225823,0.00022012857741736586,18.990208523335383,
0.019480486394833182,0.011110383012050579,0.9997798586883653,0.0002201413116342429,18.989109758299577,
0.02039792484235173,0.011642380169807133,0.9997798525222804,0.00022014747771915874,18.988577767307905,
0.022777523898208824,0.013022243771968483,0.9997798365274666,0.00022016347253280008,18.987197919700556,
0.02339473060912787,0.013380144849542443,0.9997798323784237,0.00022016762157561054,18.98684002277203,
0.024995605861897252,0.014308448064368692,0.999779821616197,0.00022017838380220876,18.98591173031943,
0.026499060629016264,0.015180259829260538,0.9997798115079307,0.0002201884920684177,18.985039928662804,
0.027576049447204536,0.01580477580027545,0.9997798042663794,0.00022019573361974415,18.98441541993335,
0.029997520783209646,0.017208919910387057,0.999779787982956,0.000220212017043068,18.983011292106664,
0.03072206500518823,0.017629063017280885,0.9997797831101993,0.00022021688979957806,18.98259115387253,
0.03260134611795419,0.018718806023860262,0.9997797704705698,0.00022022952942934635,18.981501423505584,
0.03399989354871309,0.01952978488976186,0.9997797610632904,0.00022023893670874392,18.980690454046957,
0.035264179907803256,0.02026290947710239,0.9997797525584312,0.00022024744156796765,18.979957337964475,
0.03734894803309633,0.021471808666794125,0.999779738532756,0.00022026146724315017,18.978748452800463,
0.03819949667476753,0.02196501821871021,0.9997797328100032,0.000220267189995922,18.978255248971305,
0.04040560080105055,0.02324427676271025,0.9997797179653087,0.00022028203469029377,18.976976005271993,
0.04130093735389024,0.023763457570707105,0.9997797119400718,0.0002202880599273478,18.976456830489237,
0.04278509389366784,0.02462407873360115,0.9997797019516282,0.00022029804837090292,18.97559621931479,
0.044497207179404134,0.02561688567286832,0.9997796904278916,0.00022030957210752153,18.974603423899257,
0.04549567348401864,0.026195868544230717,0.9997796837069457,0.0002203162930534438,18.974024447748842,
0.047740597011319656,0.027497637317275746,0.9997796685942836,0.00022033140571558273,18.972722694088457,
0.0484123152126894,0.02788714803292683,0.9997796640719047,0.0002203359280943698,18.97233318789519,
0.05015457923280411,0.028897438506954153,0.9997796523411997,0.00022034765879925812,18.97132290915187,
0.051790818622531695,0.029846248234576454,0.9997796413232093,0.00022035867678974318,18.970374110442236,
0.05296292673323504,0.030525921131557936,0.9997796334298784,0.0002203665701206394,18.969694445438584,
0.055230250972645896,0.03184067938896939,0.9997796181594365,0.00022038184056282986,18.96837970245162,
0.05601878669818198,0.03229792931690255,0.9997796128481322,0.00022038715186710836,18.96792245783499,
0.05806404529081071,0.033483917859077846,0.9997795990708284,0.00022040092917089655,18.966736483070125,
0.059223631324855315,0.03415632952390251,0.9997795912588225,0.00022040874117673715,18.966064079217304,
0.060599579032682066,0.034954203294016904,0.9997795819885108,0.000220418011488419,18.965266214717502,
0.0625114394432423,0.03606283790910149,0.9997795691062423,0.00022043089375714544,18.964157592984684,
0.06343710825671024,0.03659960747273596,0.9997795628684631,0.00022043713153627973,18.963620829658833,
0.06583805476219239,0.03799184946635816,0.999779546687658,0.00022045331234139546,18.962228603846015,
0.06646079845176214,0.03835296117980474,0.9997795424903652,0.00022045750963432266,18.961867496329866,
0.06807603520115857,0.039289591957081184,0.999779531602975,0.00022046839702445284,18.960930876439978,
0.0695929775030056,0.040169224514473315,0.9997795213771405,0.0002204786228588387,18.960051254108425,
0.07067962801797696,0.040799342852834784,0.9997795140513577,0.0002204859486417084,18.95942114309585,
0.07312282244100236,0.04221608316762638,0.9997794975785123,0.00022050242148715111,18.9580044192539,
0.0738538665694428,0.04263999526692869,0.999779492649067,0.00022050735093249736,18.957580512084043,
0.07575000676558558,0.0437395140689615,0.9997794798623797,0.0002205201376198618,18.956481006068696,
0.07716110060442649,0.04455776801105074,0.99977947034564,0.00022052965435957238,18.95566276164335,
0.07843672891177297,0.04529746926442624,0.9997794617418139,0.0002205382581858586,18.9549230689938,
0.08054019955017432,0.04651721316764333,0.9997794475529134,0.0002205524470863714,18.953703339279482,
0.08139837848747748,0.047014847171383586,0.9997794417635562,0.00022055823644362774,18.953205711065102,
0.08362427363552422,0.04830558160368305,0.9997794267460767,0.00022057325392296914,18.951914991650284,
0.08452764227759849,0.048829419844616216,0.9997794206507027,0.0002205793492969042,18.951391159504727,
0.08602511322716734,0.049697761410972034,0.9997794105459812,0.00022058945401844484,18.9505228280431,
0.08775258592903287,0.05069947455700805,0.9997793988880821,0.00022060111191767447,18.94952112655496,
0.08876000950276697,0.051283651329519626,0.9997793920888834,0.0002206079111164653,18.948936956581647,
0.091025072301763,0.05259709792339227,0.9997793768002469,0.00022062319975304376,18.947623525276413,
0.09170281650588757,0.052990102835846806,0.9997793722252045,0.0002206277747954565,18.947230524939,
0.09346071042521215,0.054009456356325154,0.9997793603578854,0.00022063964211456016,18.94621118328584,
0.09476892238334735,0.054768051876136765,0.999779351525469,0.0002206484745309757,18.945452596598443,
0.09595154550866493,0.055453821938863126,0.9997793435403671,0.0002206564596329175,18.94476683452082,
0.09823920997718509,0.05678037454459912,0.9997793280923646,0.00022067190763557125,18.943440297363086,
0.0990348196787496,0.057241726340547826,0.9997793227192967,0.00022067728070341105,18.942978950940205,
0.10109842634336498,0.05843835407173753,0.9997793087817685,0.00022069121823163515,18.94178233714654,
